Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRX101,,LF,0.203745,Hard Drinks,139.2203,OUT013,1987,High,Tier 3,Supermarket Type1,1324.4136
DRX101,7.62,LF,0.205895,Hard Drinks,139.2203,OUT017,2007,,Tier 2,Supermarket Type1,2374.5657
DRX101,7.62,LF,0.115146,Hard Drinks,139.2203,OUT018,2009,Medium,Tier 3,Supermarket Type2,1822.551
DRX101,7.62,LF,0.203819,Hard Drinks,139.2203,OUT027,1985,Medium,Tier 3,Supermarket Type3,3198.5458
DRX101,7.62,LF,0.13801,Hard Drinks,139.2203,OUT045,2002,,Tier 2,Supermarket Type1,1269.8273
DRX101,,LF,0.161353,Hard Drinks,139.2203,OUT046,1997,Small,Tier 1,Supermarket Type1,2500.5738
FDY102,14.231,Regular,0.066404,Frozen Foods,254.2618,OUT010,1998,,Tier 3,Grocery Store,1052.7678
FDY102,14.231,Regular,0.07202,Frozen Foods,254.2618,OUT017,2007,,Tier 2,Supermarket Type1,2366.2754
FDY102,14.231,Regular,0.054653,Frozen Foods,254.2618,OUT018,2009,Medium,Tier 3,Supermarket Type2,2566.1642
FDY102,14.231,Regular,0.082485,Frozen Foods,254.2618,OUT019,1985,Small,Tier 1,Grocery Store,581.1554
FDY102,,Regular,0.059126,Frozen Foods,254.2618,OUT027,1985,Medium,Tier 3,Supermarket Type3,4252.3388
FDY102,14.231,Regular,0.078287,Frozen Foods,254.2618,OUT035,2004,Small,Tier 2,Supermarket Type1,3898.7102
FDY102,14.231,Regular,0.074575,Frozen Foods,254.2618,OUT045,2002,,Tier 2,Supermarket Type1,3434.4639
FDY102,,Regular,0.073468,Frozen Foods,254.2618,OUT046,1997,Small,Tier 1,Supermarket Type1,3313.4352
FDY102,,Regular,0.082012,Frozen Foods,254.2618,OUT049,1999,Medium,Tier 1,Supermarket Type1,2964.9612
FDZ103,14.326,low fat,0.187974,Breads,184.219,OUT013,1987,High,Tier 3,Supermarket Type1,1980.1278
FDZ103,,low fat,0.164228,Breads,184.219,OUT018,2009,Medium,Tier 3,Supermarket Type2,2459.2296
FDZ103,14.326,low fat,0.160449,Breads,184.219,OUT019,1985,Small,Tier 1,Grocery Store,722.9445
FDZ103,14.326,low fat,0.244211,Breads,184.219,OUT035,2004,Small,Tier 2,Supermarket Type1,1978.9516
FDZ103,14.326,low fat,0.0,Breads,184.219,OUT046,1997,Small,Tier 1,Supermarket Type1,2493.887
FDZ103,14.326,low fat,0.231326,Breads,184.219,OUT049,1999,Medium,Tier 1,Supermarket Type1,2144.6679
FDA104,13.142,Low Fat,0.024405,Breads,142.9038,OUT013,1987,High,Tier 3,Supermarket Type1,1250.8808
FDA104,13.142,Low Fat,0.039505,Breads,142.9038,OUT017,2007,,Tier 2,Supermarket Type1,2103.5664
FDA104,13.142,Low Fat,0.040737,Breads,142.9038,OUT018,2009,Medium,Tier 3,Supermarket Type2,2165.273
FDA104,13.142,Low Fat,0.037154,Breads,142.9038,OUT019,1985,Small,Tier 1,Grocery Store,361.3107
FDA104,13.142,Low Fat,0.026418,Breads,142.9038,OUT027,1985,Medium,Tier 3,Supermarket Type3,2737.7536
FDA104,13.142,Low Fat,0.042184,Breads,142.9038,OUT035,2004,Small,Tier 2,Supermarket Type1,2143.4461
FDA104,13.142,Low Fat,0.027123,Breads,142.9038,OUT045,2002,,Tier 2,Supermarket Type1,2534.0502
FDA104,13.142,Low Fat,0.036083,Breads,142.9038,OUT046,1997,Small,Tier 1,Supermarket Type1,1604.9929
FDB105,6.78,reg,0.088376,Snack Foods,102.9103,OUT010,1998,,Tier 3,Grocery Store,261.2268
FDB105,6.78,reg,0.113192,Snack Foods,102.9103,OUT013,1987,High,Tier 3,Supermarket Type1,1464.2602
FDB105,6.78,reg,0.074601,Snack Foods,102.9103,OUT017,2007,,Tier 2,Supermarket Type1,1104.1593
FDB105,6.78,reg,0.078772,Snack Foods,102.9103,OUT018,2009,Medium,Tier 3,Supermarket Type2,790.0724
FDB105,,reg,0.073544,Snack Foods,102.9103,OUT019,1985,Small,Tier 1,Grocery Store,257.4473
FDB105,6.78,reg,0.066045,Snack Foods,102.9103,OUT027,1985,Medium,Tier 3,Supermarket Type3,2955.2601
FDB105,,reg,0.089313,Snack Foods,102.9103,OUT045,2002,,Tier 2,Supermarket Type1,1649.2877
FDB105,6.78,reg,0.111576,Snack Foods,102.9103,OUT049,1999,Medium,Tier 1,Supermarket Type1,933.7729
DRC106,15.289,low fat,0.06418,Hard Drinks,127.4728,OUT013,1987,High,Tier 3,Supermarket Type1,1125.6903
DRC106,15.289,low fat,0.060928,Hard Drinks,127.4728,OUT017,2007,,Tier 2,Supermarket Type1,2135.0384
DRC106,,low fat,0.03702,Hard Drinks,127.4728,OUT019,1985,Small,Tier 1,Grocery Store,465.3132
DRC106,15.289,low fat,0.0,Hard Drinks,127.4728,OUT046,1997,Small,Tier 1,Supermarket Type1,1988.6672
DRC106,15.289,low fat,0.046662,Hard Drinks,127.4728,OUT049,1999,Medium,Tier 1,Supermarket Type1,1597.3389
FDD107,14.501,low fat,0.087972,Fruits and Vegetables,39.5101,OUT010,1998,,Tier 3,Grocery Store,150.8314
FDD107,14.501,low fat,0.098549,Fruits and Vegetables,39.5101,OUT013,1987,High,Tier 3,Supermarket Type1,505.134
FDD107,14.501,low fat,0.115137,Fruits and Vegetables,39.5101,OUT017,2007,,Tier 2,Supermarket Type1,451.3298
FDD107,14.501,low fat,0.071634,Fruits and Vegetables,39.5101,OUT035,2004,Small,Tier 2,Supermarket Type1,629.6242
FDD107,14.501,low fat,0.111038,Fruits and Vegetables,39.5101,OUT045,2002,,Tier 2,Supermarket Type1,392.6485
FDD107,14.501,low fat,0.089851,Fruits and Vegetables,39.5101,OUT046,1997,Small,Tier 1,Supermarket Type1,492.6105
FDE108,8.335,LF,0.106402,Dairy,164.5222,OUT010,1998,,Tier 3,Grocery Store,659.8479
FDE108,8.335,LF,0.13564,Dairy,164.5222,OUT013,1987,High,Tier 3,Supermarket Type1,2823.4176
FDE108,,LF,0.164539,Dairy,164.5222,OUT018,2009,Medium,Tier 3,Supermarket Type2,1257.9062
FDE108,8.335,LF,0.118383,Dairy,164.5222,OUT019,1985,Small,Tier 1,Grocery Store,649.5084
FDE108,8.335,LF,0.153457,Dairy,164.5222,OUT045,2002,,Tier 2,Supermarket Type1,1498.4754
FDE108,8.335,LF,0.13169,Dairy,164.5222,OUT046,1997,Small,Tier 1,Supermarket Type1,2836.5678
FDE108,8.335,LF,0.185486,Dairy,164.5222,OUT049,1999,Medium,Tier 1,Supermarket Type1,2849.7112
FDF109,15.515,low fat,0.200022,Breads,105.6265,OUT010,1998,,Tier 3,Grocery Store,327.0215
FDF109,15.515,low fat,0.166282,Breads,105.6265,OUT013,1987,High,Tier 3,Supermarket Type1,1594.34
FDF109,,low fat,0.11215,Breads,105.6265,OUT017,2007,,Tier 2,Supermarket Type1,851.411
FDF109,15.515,low fat,0.119574,Breads,105.6265,OUT018,2009,Medium,Tier 3,Supermarket Type2,1383.6461
FDF109,15.515,low fat,0.19948,Breads,105.6265,OUT019,1985,Small,Tier 1,Grocery Store,466.5911
FDF109,15.515,low fat,0.183515,Breads,105.6265,OUT027,1985,Medium,Tier 3,Supermarket Type3,2508.9275
FDF109,15.515,low fat,0.141975,Breads,105.6265,OUT046,1997,Small,Tier 1,Supermarket Type1,1043.0949
FDF109,,low fat,0.18432,Breads,105.6265,OUT049,1999,Medium,Tier 1,Supermarket Type1,1065.4829
FDG110,11.834,low fat,0.127708,Frozen Foods,116.1151,OUT010,1998,,Tier 3,Grocery Store,350.842
FDG110,11.834,low fat,0.112513,Frozen Foods,116.1151,OUT013,1987,High,Tier 3,Supermarket Type1,1719.6258
FDG110,11.834,low fat,0.0,Frozen Foods,116.1151,OUT017,2007,,Tier 2,Supermarket Type1,1203.3862
FDG110,11.834,low fat,0.110797,Frozen Foods,116.1151,OUT018,2009,Medium,Tier 3,Supermarket Type2,1123.0459
FDG110,11.834,low fat,0.101702,Frozen Foods,116.1151,OUT019,1985,Small,Tier 1,Grocery Store,284.1699
FDG110,11.834,low fat,0.13378,Frozen Foods,116.1151,OUT027,1985,Medium,Tier 3,Supermarket Type3,2042.456
FDG110,,low fat,0.096606,Frozen Foods,116.1151,OUT035,2004,Small,Tier 2,Supermarket Type1,1014.4928
FDG110,11.834,low fat,0.102585,Frozen Foods,116.1151,OUT049,1999,Medium,Tier 1,Supermarket Type1,1427.1418
DRH111,17.024,low fat,0.082728,Hard Drinks,248.3695,OUT010,1998,,Tier 3,Grocery Store,581.5599
DRH111,17.024,low fat,0.125069,Hard Drinks,248.3695,OUT017,2007,,Tier 2,Supermarket Type1,2202.406
DRH111,17.024,low fat,0.0,Hard Drinks,248.3695,OUT018,2009,Medium,Tier 3,Supermarket Type2,2411.2684
DRH111,,low fat,0.091196,Hard Drinks,248.3695,OUT019,1985,Small,Tier 1,Grocery Store,907.9227
DRH111,17.024,low fat,0.114272,Hard Drinks,248.3695,OUT045,2002,,Tier 2,Supermarket Type1,2594.3103
DRH111,17.024,low fat,0.106915,Hard Drinks,248.3695,OUT046,1997,Small,Tier 1,Supermarket Type1,2538.0895
DRH111,17.024,low fat,0.097032,Hard Drinks,248.3695,OUT049,1999,Medium,Tier 1,Supermarket Type1,3469.3179
DRI112,18.098,low fat,0.126317,Soft Drinks,228.6222,OUT010,1998,,Tier 3,Grocery Store,519.575
DRI112,18.098,low fat,0.135035,Soft Drinks,228.6222,OUT013,1987,High,Tier 3,Supermarket Type1,2470.3182
DRI112,18.098,low fat,0.102697,Soft Drinks,228.6222,OUT018,2009,Medium,Tier 3,Supermarket Type2,2687.995
DRI112,18.098,low fat,0.103814,Soft Drinks,228.6222,OUT019,1985,Small,Tier 1,Grocery Store,560.0595
DRI112,18.098,low fat,0.108385,Soft Drinks,228.6222,OUT027,1985,Medium,Tier 3,Supermarket Type3,3371.5018
DRI112,18.098,low fat,0.096868,Soft Drinks,228.6222,OUT046,1997,Small,Tier 1,Supermarket Type1,2569.6668
DRI112,18.098,low fat,0.114354,Soft Drinks,228.6222,OUT049,1999,Medium,Tier 1,Supermarket Type1,2761.5838
FDJ113,6.47,Low Fat,0.020242,Dairy,229.7104,OUT017,2007,,Tier 2,Supermarket Type1,2334.1151
FDJ113,6.47,Low Fat,0.017927,Dairy,229.7104,OUT018,2009,Medium,Tier 3,Supermarket Type2,2955.9341
FDJ113,6.47,Low Fat,0.016287,Dairy,229.7104,OUT027,1985,Medium,Tier 3,Supermarket Type3,5602.5819
FDJ113,6.47,Low Fat,0.015049,Dairy,229.7104,OUT045,2002,,Tier 2,Supermarket Type1,4097.6212
FDJ113,6.47,Low Fat,0.021732,Dairy,229.7104,OUT046,1997,Small,Tier 1,Supermarket Type1,3343.6511
FDK114,10.18,Low Fat,0.127349,Frozen Foods,105.0788,OUT010,1998,,Tier 3,Grocery Store,269.9966
FDK114,,Low Fat,0.127809,Frozen Foods,105.0788,OUT013,1987,High,Tier 3,Supermarket Type1,1591.5657
FDK114,10.18,Low Fat,0.127873,Frozen Foods,105.0788,OUT018,2009,Medium,Tier 3,Supermarket Type2,765.3047
FDK114,,Low Fat,0.108603,Frozen Foods,105.0788,OUT019,1985,Small,Tier 1,Grocery Store,374.778
FDK114,10.18,Low Fat,0.184913,Frozen Foods,105.0788,OUT027,1985,Medium,Tier 3,Supermarket Type3,2037.6456
FDK114,10.18,Low Fat,0.188648,Frozen Foods,105.0788,OUT045,2002,,Tier 2,Supermarket Type1,1075.938
FDK114,10.18,Low Fat,0.135953,Frozen Foods,105.0788,OUT049,1999,Medium,Tier 1,Supermarket Type1,1039.9085
FDL115,4.75,LF,0.0906,Meat,233.1453,OUT017,2007,,Tier 2,Supermarket Type1,3253.542
FDL115,4.75,LF,0.073618,Meat,233.1453,OUT019,1985,Small,Tier 1,Grocery Store,593.4417
FDL115,4.75,LF,0.0,Meat,233.1453,OUT027,1985,Medium,Tier 3,Supermarket Type3,4624.0635
FDL115,4.75,LF,0.090508,Meat,233.1453,OUT035,2004,Small,Tier 2,Supermarket Type1,2412.9269
FDL115,4.75,LF,0.066051,Meat,233.1453,OUT046,1997,Small,Tier 1,Supermarket Type1,3046.1477
FDL115,4.75,LF,0.0777,Meat,233.1453,OUT049,1999,Medium,Tier 1,Supermarket Type1,3823.4293
DRM116,14.714,Low Fat,0.207663,Hard Drinks,117.121,OUT010,1998,,Tier 3,Grocery Store,361.5772
DRM116,,Low Fat,0.0,Hard Drinks,117.121,OUT013,1987,High,Tier 3,Supermarket Type1,1934.4194
DRM116,14.714,Low Fat,0.205355,Hard Drinks,117.121,OUT017,2007,,Tier 2,Supermarket Type1,1986.0569
DRM116,14.714,Low Fat,0.222414,Hard Drinks,117.121,OUT018,2009,Medium,Tier 3,Supermarket Type2,1002.169
DRM116,14.714,Low Fat,0.1628,Hard Drinks,117.121,OUT019,1985,Small,Tier 1,Grocery Store,301.4848
DRM116,,Low Fat,0.160465,Hard Drinks,117.121,OUT035,2004,Small,Tier 2,Supermarket Type1,1591.1638
DRM116,14.714,Low Fat,0.166132,Hard Drinks,117.121,OUT045,2002,,Tier 2,Supermarket Type1,1580.7046
FDN117,21.423,LF,0.110689,Meat,104.3869,OUT013,1987,High,Tier 3,Supermarket Type1,1370.5524
FDN117,21.423,LF,0.121773,Meat,104.3869,OUT017,2007,,Tier 2,Supermarket Type1,1142.3298
FDN117,21.423,LF,0.14114,Meat,104.3869,OUT018,2009,Medium,Tier 3,Supermarket Type2,961.3933
FDN117,21.423,LF,0.158996,Meat,104.3869,OUT027,1985,Medium,Tier 3,Supermarket Type3,2307.1197
FDN117,21.423,LF,0.133365,Meat,104.3869,OUT045,2002,,Tier 2,Supermarket Type1,1269.6719
FDN117,21.423,LF,0.162503,Meat,104.3869,OUT049,1999,Medium,Tier 1,Supermarket Type1,1215.4363
FDO118,11.093,Regular,0.055371,Canned,33.5317,OUT010,1998,,Tier 3,Grocery Store,136.4677
FDO118,11.093,Regular,0.0,Canned,33.5317,OUT013,1987,High,Tier 3,Supermarket Type1,474.2735
FDO118,11.093,Regular,0.039718,Canned,33.5317,OUT017,2007,,Tier 2,Supermarket Type1,439.2616
FDO118,11.093,Regular,0.05728,Canned,33.5317,OUT019,1985,Small,Tier 1,Grocery Store,76.8466
FDO118,11.093,Regular,0.0,Canned,33.5317,OUT027,1985,Medium,Tier 3,Supermarket Type3,700.7579
FDO118,,Regular,0.047682,Canned,33.5317,OUT035,2004,Small,Tier 2,Supermarket Type1,453.5323
FDO118,11.093,Regular,0.041183,Canned,33.5317,OUT045,2002,,Tier 2,Supermarket Type1,595.7175
DRP119,,LF,0.20685,Soft Drinks,70.154,OUT010,1998,,Tier 3,Grocery Store,150.0229
DRP119,13.427,LF,0.181208,Soft Drinks,70.154,OUT017,2007,,Tier 2,Supermarket Type1,785.0019
DRP119,13.427,LF,0.202841,Soft Drinks,70.154,OUT018,2009,Medium,Tier 3,Supermarket Type2,810.2798
DRP119,,LF,0.127143,Soft Drinks,70.154,OUT027,1985,Medium,Tier 3,Supermarket Type3,1141.9183
DRP119,13.427,LF,0.177971,Soft Drinks,70.154,OUT045,2002,,Tier 2,Supermarket Type1,772.9352
DRP119,13.427,LF,0.130962,Soft Drinks,70.154,OUT046,1997,Small,Tier 1,Supermarket Type1,1016.4241
DRP119,13.427,LF,0.193856,Soft Drinks,70.154,OUT049,1999,Medium,Tier 1,Supermarket Type1,794.0118
NCQ120,,reg,0.0,Household,264.7159,OUT010,1998,,Tier 3,Grocery Store,644.8425
NCQ120,,reg,0.03753,Household,264.7159,OUT018,2009,Medium,Tier 3,Supermarket Type2,2822.9865
NCQ120,13.951,reg,0.027034,Household,264.7159,OUT019,1985,Small,Tier 1,Grocery Store,544.424
NCQ120,,reg,0.038508,Household,264.7159,OUT027,1985,Medium,Tier 3,Supermarket Type3,6275.2952
NCQ120,13.951,reg,0.045325,Household,264.7159,OUT035,2004,Small,Tier 2,Supermarket Type1,3290.5563
NCQ120,13.951,reg,0.037853,Household,264.7159,OUT045,2002,,Tier 2,Supermarket Type1,2573.4565
NCQ120,13.951,reg,0.0,Household,264.7159,OUT046,1997,Small,Tier 1,Supermarket Type1,2255.6145
NCR121,12.12,Regular,0.130035,Health and Hygiene,49.8916,OUT013,1987,High,Tier 3,Supermarket Type1,853.6382
NCR121,,Regular,0.0,Health and Hygiene,49.8916,OUT017,2007,,Tier 2,Supermarket Type1,545.2388
NCR121,12.12,Regular,0.116556,Health and Hygiene,49.8916,OUT019,1985,Small,Tier 1,Grocery Store,159.7172
NCR121,12.12,Regular,0.191778,Health and Hygiene,49.8916,OUT049,1999,Medium,Tier 1,Supermarket Type1,601.2071
FDS122,12.479,LF,0.147792,Canned,73.6987,OUT010,1998,,Tier 3,Grocery Store,228.026
FDS122,12.479,LF,0.156233,Canned,73.6987,OUT018,2009,Medium,Tier 3,Supermarket Type2,963.8001
FDS122,12.479,LF,0.180085,Canned,73.6987,OUT035,2004,Small,Tier 2,Supermarket Type1,779.8218
FDS122,12.479,LF,0.223468,Canned,73.6987,OUT045,2002,,Tier 2,Supermarket Type1,901.2658
FDS122,12.479,LF,0.191657,Canned,73.6987,OUT049,1999,Medium,Tier 1,Supermarket Type1,1242.3117
FDT123,5.259,Regular,0.126025,Snack Foods,99.926,OUT013,1987,High,Tier 3,Supermarket Type1,1289.4435
FDT123,5.259,Regular,0.123264,Snack Foods,99.926,OUT017,2007,,Tier 2,Supermarket Type1,1181.0008
FDT123,5.259,Regular,0.116732,Snack Foods,99.926,OUT018,2009,Medium,Tier 3,Supermarket Type2,1377.2346
FDT123,,Regular,0.133222,Snack Foods,99.926,OUT019,1985,Small,Tier 1,Grocery Store,249.7459
FDT123,5.259,Regular,0.10653,Snack Foods,99.926,OUT027,1985,Medium,Tier 3,Supermarket Type3,2251.853
FDT123,5.259,Regular,0.12558,Snack Foods,99.926,OUT035,2004,Small,Tier 2,Supermarket Type1,1561.2457
FDT123,5.259,Regular,0.087135,Snack Foods,99.926,OUT045,2002,,Tier 2,Supermarket Type1,891.8984
FDT123,5.259,Regular,0.117121,Snack Foods,99.926,OUT046,1997,Small,Tier 1,Supermarket Type1,811.6557
FDT123,5.259,Regular,0.090424,Snack Foods,99.926,OUT049,1999,Medium,Tier 1,Supermarket Type1,1080.9665
NCU124,,low fat,0.184402,Household,88.5055,OUT013,1987,High,Tier 3,Supermarket Type1,1058.5779
NCU124,12.886,low fat,0.160768,Household,88.5055,OUT017,2007,,Tier 2,Supermarket Type1,784.5873
NCU124,12.886,low fat,0.123402,Household,88.5055,OUT018,2009,Medium,Tier 3,Supermarket Type2,753.8463
NCU124,12.886,low fat,0.163924,Household,88.5055,OUT019,1985,Small,Tier 1,Grocery Store,346.4638
NCU124,12.886,low fat,0.19844,Household,88.5055,OUT045,2002,,Tier 2,Supermarket Type1,1297.3612
NCU124,12.886,low fat,0.123523,Household,88.5055,OUT049,1999,Medium,Tier 1,Supermarket Type1,1223.5263
FDV125,15.339,low fat,0.178077,Breads,189.168,OUT013,1987,High,Tier 3,Supermarket Type1,1898.8324
FDV125,15.339,low fat,0.169618,Breads,189.168,OUT017,2007,,Tier 2,Supermarket Type1,3224.0994
FDV125,15.339,low fat,0.147204,Breads,189.168,OUT018,2009,Medium,Tier 3,Supermarket Type2,2756.5012
FDV125,15.339,low fat,0.190699,Breads,189.168,OUT035,2004,Small,Tier 2,Supermarket Type1,2322.7011
FDV125,,low fat,0.137817,Breads,189.168,OUT045,2002,,Tier 2,Supermarket Type1,3399.3988
FDV125,15.339,low fat,0.168917,Breads,189.168,OUT046,1997,Small,Tier 1,Supermarket Type1,1996.9099
DRW126,10.732,Low Fat,0.141725,Hard Drinks,110.8757,OUT010,1998,,Tier 3,Grocery Store,438.9052
DRW126,10.732,Low Fat,0.128111,Hard Drinks,110.8757,OUT017,2007,,Tier 2,Supermarket Type1,1392.0787
DRW126,10.732,Low Fat,0.158964,Hard Drinks,110.8757,OUT018,2009,Medium,Tier 3,Supermarket Type2,1261.0339
DRW126,,Low Fat,0.151243,Hard Drinks,110.8757,OUT019,1985,Small,Tier 1,Grocery Store,412.4124
DRW126,10.732,Low Fat,0.139893,Hard Drinks,110.8757,OUT027,1985,Medium,Tier 3,Supermarket Type3,1679.1707
DRW126,10.732,Low Fat,0.155587,Hard Drinks,110.8757,OUT035,2004,Small,Tier 2,Supermarket Type1,1138.1452
DRW126,10.732,Low Fat,0.153188,Hard Drinks,110.8757,OUT046,1997,Small,Tier 1,Supermarket Type1,1693.4141
FDX127,12.704,low fat,0.083526,Meat,232.0757,OUT010,1998,,Tier 3,Grocery Store,687.4051
FDX127,12.704,low fat,0.074524,Meat,232.0757,OUT013,1987,High,Tier 3,Supermarket Type1,3355.7902
FDX127,12.704,low fat,0.133098,Meat,232.0757,OUT017,2007,,Tier 2,Supermarket Type1,2685.8329
FDX127,12.704,low fat,0.101267,Meat,232.0757,OUT018,2009,Medium,Tier 3,Supermarket Type2,1862.7863
FDX127,12.704,low fat,0.084022,Meat,232.0757,OUT027,1985,Medium,Tier 3,Supermarket Type3,5985.2364
FDX127,12.704,low fat,0.135175,Meat,232.0757,OUT035,2004,Small,Tier 2,Supermarket Type1,3775.0564
FDX127,12.704,low fat,0.0,Meat,232.0757,OUT045,2002,,Tier 2,Supermarket Type1,3189.7928
FDX127,12.704,low fat,0.107842,Meat,232.0757,OUT049,1999,Medium,Tier 1,Supermarket Type1,3355.6929
FDY128,,reg,0.080302,Dairy,111.3794,OUT013,1987,High,Tier 3,Supermarket Type1,1715.1799
FDY128,,reg,0.123393,Dairy,111.3794,OUT017,2007,,Tier 2,Supermarket Type1,1468.4045
FDY128,14.481,reg,0.077299,Dairy,111.3794,OUT018,2009,Medium,Tier 3,Supermarket Type2,1010.164
FDY128,,reg,0.10937,Dairy,111.3794,OUT035,2004,Small,Tier 2,Supermarket Type1,919.9117
FDY128,14.481,reg,0.096361,Dairy,111.3794,OUT045,2002,,Tier 2,Supermarket Type1,1907.4642
FDY128,14.481,reg,0.120233,Dairy,111.3794,OUT049,1999,Medium,Tier 1,Supermarket Type1,1629.7457
NCZ129,13.534,low fat,0.224149,Household,125.0584,OUT010,1998,,Tier 3,Grocery Store,551.6089
NCZ129,13.534,low fat,0.14147,Household,125.0584,OUT019,1985,Small,Tier 1,Grocery Store,523.6505
NCZ129,13.534,low fat,0.215915,Household,125.0584,OUT035,2004,Small,Tier 2,Supermarket Type1,1126.9553
NCZ129,13.534,low fat,0.165177,Household,125.0584,OUT045,2002,,Tier 2,Supermarket Type1,2227.4301
DRA130,7.518,Regular,0.014219,Soft Drinks,76.2183,OUT010,1998,,Tier 3,Grocery Store,234.2614
DRA130,7.518,Regular,0.013006,Soft Drinks,76.2183,OUT017,2007,,Tier 2,Supermarket Type1,1337.3018
DRA130,7.518,Regular,0.017731,Soft Drinks,76.2183,OUT018,2009,Medium,Tier 3,Supermarket Type2,786.6317
DRA130,,Regular,0.012932,Soft Drinks,76.2183,OUT019,1985,Small,Tier 1,Grocery Store,222.8223
DRA130,7.518,Regular,0.015155,Soft Drinks,76.2183,OUT027,1985,Medium,Tier 3,Supermarket Type3,1707.1575
DRA130,7.518,Regular,0.015791,Soft Drinks,76.2183,OUT045,2002,,Tier 2,Supermarket Type1,956.3817
DRA130,7.518,Regular,0.011856,Soft Drinks,76.2183,OUT049,1999,Medium,Tier 1,Supermarket Type1,1279.7082
FDB131,20.267,Regular,0.136356,Frozen Foods,103.5783,OUT010,1998,,Tier 3,Grocery Store,447.8305
FDB131,20.267,Regular,0.10494,Frozen Foods,103.5783,OUT018,2009,Medium,Tier 3,Supermarket Type2,891.3417
FDB131,20.267,Regular,0.0,Frozen Foods,103.5783,OUT019,1985,Small,Tier 1,Grocery Store,336.9488
FDB131,20.267,Regular,0.09611,Frozen Foods,103.5783,OUT027,1985,Medium,Tier 3,Supermarket Type3,2447.3292
FDB131,20.267,Regular,0.138425,Frozen Foods,103.5783,OUT035,2004,Small,Tier 2,Supermarket Type1,1164.5723
FDB131,20.267,Regular,0.157156,Frozen Foods,103.5783,OUT045,2002,,Tier 2,Supermarket Type1,1133.7899
FDB131,,Regular,0.118272,Frozen Foods,103.5783,OUT046,1997,Small,Tier 1,Supermarket Type1,1434.1588
FDB131,20.267,Regular,0.133628,Frozen Foods,103.5783,OUT049,1999,Medium,Tier 1,Supermarket Type1,1257.1523
FDC132,9.226,Low Fat,0.200276,Snack Foods,180.5697,OUT010,1998,,Tier 3,Grocery Store,766.195
FDC132,9.226,Low Fat,0.0,Snack Foods,180.5697,OUT013,1987,High,Tier 3,Supermarket Type1,2524.275
FDC132,9.226,Low Fat,0.143137,Snack Foods,180.5697,OUT017,2007,,Tier 2,Supermarket Type1,1962.6009
FDC132,9.226,Low Fat,0.164331,Snack Foods,180.5697,OUT018,2009,Medium,Tier 3,Supermarket Type2,2658.1123
FDC132,,Low Fat,0.174346,Snack Foods,180.5697,OUT027,1985,Medium,Tier 3,Supermarket Type3,4086.8382
FDC132,9.226,Low Fat,0.224238,Snack Foods,180.5697,OUT035,2004,Small,Tier 2,Supermarket Type1,1551.05
FDC132,,Low Fat,0.15878,Snack Foods,180.5697,OUT045,2002,,Tier 2,Supermarket Type1,1572.996
FDC132,9.226,Low Fat,0.168544,Snack Foods,180.5697,OUT046,1997,Small,Tier 1,Supermarket Type1,1531.427
FDC132,9.226,Low Fat,0.231564,Snack Foods,180.5697,OUT049,1999,Medium,Tier 1,Supermarket Type1,2122.7045
DRD133,15.046,reg,0.135999,Soft Drinks,210.6981,OUT013,1987,High,Tier 3,Supermarket Type1,2070.5886
DRD133,15.046,reg,0.191525,Soft Drinks,210.6981,OUT017,2007,,Tier 2,Supermarket Type1,2293.9567
DRD133,15.046,reg,0.214268,Soft Drinks,210.6981,OUT018,2009,Medium,Tier 3,Supermarket Type2,2933.0279
DRD133,15.046,reg,0.141315,Soft Drinks,210.6981,OUT027,1985,Medium,Tier 3,Supermarket Type3,5043.4078
DRD133,15.046,reg,0.198761,Soft Drinks,210.6981,OUT035,2004,Small,Tier 2,Supermarket Type1,2981.7775
DRD133,,reg,0.186988,Soft Drinks,210.6981,OUT045,2002,,Tier 2,Supermarket Type1,3589.8546
DRD133,15.046,reg,0.20936,Soft Drinks,210.6981,OUT046,1997,Small,Tier 1,Supermarket Type1,3513.5626
FDE134,20.875,Regular,0.0,Breads,235.5651,OUT010,1998,,Tier 3,Grocery Store,512.259
FDE134,20.875,Regular,0.039132,Breads,235.5651,OUT013,1987,High,Tier 3,Supermarket Type1,2133.1962
FDE134,20.875,Regular,0.036422,Breads,235.5651,OUT017,2007,,Tier 2,Supermarket Type1,2176.3638
FDE134,,Regular,0.023197,Breads,235.5651,OUT018,2009,Medium,Tier 3,Supermarket Type2,1902.1679
FDE134,20.875,Regular,0.03237,Breads,235.5651,OUT019,1985,Small,Tier 1,Grocery Store,1003.4262
FDE134,20.875,Regular,0.036855,Breads,235.5651,OUT035,2004,Small,Tier 2,Supermarket Type1,4200.1387
FDE134,20.875,Regular,0.041122,Breads,235.5651,OUT049,1999,Medium,Tier 1,Supermarket Type1,2120.8617
DRF135,16.951,Regular,0.158486,Soft Drinks,161.5325,OUT017,2007,,Tier 2,Supermarket Type1,2343.0506
DRF135,16.951,Regular,0.118063,Soft Drinks,161.5325,OUT018,2009,Medium,Tier 3,Supermarket Type2,2451.6763
DRF135,16.951,Regular,0.106556,Soft Drinks,161.5325,OUT019,1985,Small,Tier 1,Grocery Store,570.5094
